ref_compo,aero,desc,lifespan,taux_usure_actuel,cout_composant
SYS7-359,A321_6216,Système de gestion de carburant,8427,11.461050000000004,5951
AIL5-224,CRJ700_6562,Aileron gauche,11557,16.200549999999996,4846
ORD12-382,B767_2187,Ordinateur de bord,13940,16.360999999999994,1346
REA0-012,B777_2551,Réacteur gauche,8960,15.334000000000005,2292
SYS37-541,A321_0987,Système d'éclairage de piste,14057,21.03555000000001,1652
REA1-237,B757_0284,Réacteur droit,8153,15.085950000000004,3708
EQU23-023,A320_0039,Équipement de navigation par satellite (GPS),10773,21.26895,4476
AIL6-452,E175_1224,Aileron droit,13413,20.884949999999986,8328
SYS36-485,E175_5323,Système de divertissement en vol,13950,23.88250000000003,8086
ANT25-089,E175_0099,Antenne radar,13974,19.70009999999999,5078
GEN13-532,A350_5005,Générateur électrique,8373,14.588949999999999,2137
DIS15-024,A350_1948,Dispositifs de levage (flaps),9532,17.601800000000004,6663
AIL5-084,E175_5515,Aileron gauche,14674,20.2751,6810
SIE26-662,B757_2709,Siège pilote,10870,13.8805,2244
BOI22-399,A330_5024,Boîte noire (enregistreur de vol),73347,0.0,9607
CAM38-678,A330_1563,Caméra de surveillance externe,8289,13.132350000000011,6550
GOU3-017,B737_0608,Gouvernail de direction,11051,14.39865,3081
BOI22-340,B777_2551,Boîte noire (enregistreur de vol),14673,26.63395000000002,8166
SYS7-267,B737_2009,Système de gestion de carburant,9453,18.86095000000001,6554
AIL6-568,B737_0318,Aileron droit,8368,15.8932,6156
CAM38-568,CRJ700_6562,Caméra de surveillance externe,10144,16.05559999999999,4713
ORD12-661,A330_1563,Ordinateur de bord,11766,13.900900000000004,7101
AUT8-347,None_1554,Autopilote,13501,18.976149999999993,5914
CAM38-443,CRJ700_6562,Caméra de surveillance externe,10332,17.401800000000005,5792
SYS37-014,CRJ700_2805,Système d'éclairage de piste,8596,18.1654,5711
SYS33-366,B757_1707,Système d'éclairage de cabine,13979,17.99585,9633
CAP39-130,A350_1683,Capteurs de vitesse du vent,11165,22.749750000000002,2304
SYS33-095,CRJ700_1377,Système d'éclairage de cabine,10803,17.18345,7884
DET29-364,E175_3294,Détecteurs de fumée en cabine,9762,14.036299999999997,3200
SYS2-237,B757_0284,Système hydraulique principal,63988,74.20619999999997,4349
EQU23-563,B777_6834,Équipement de navigation par satellite (GPS),12768,18.94320000000001,5491
DET29-489,CRJ900_5737,Détecteurs de fumée en cabine,11247,20.24404999999999,2185
SYS28-169,CRJ900_5255,Systèmes d'oxygène d'urgence pour les passagers,13655,17.90325,7673
VOL18-469,A330_1129,Volet de bord de fuite droit,8552,10.7248,6337
SYS7-369,None_2407,Système de gestion de carburant,9100,16.095,3705
ANT25-115,A321_4895,Antenne radar,12925,21.773749999999986,7357
TRA21-398,B767_1817,Train d'atterrissage avant,13291,22.014649999999985,7649
ECL30-433,A330_1563,Éclairage d'urgence,11278,15.299700000000005,5337
VOL18-043,B767_2187,Volet de bord de fuite droit,12121,23.71915,8969
AIL5-205,A330_5024,Aileron gauche,14570,25.4355,6326
TRA20-102,A350_5575,Train d'atterrissage principal droit,11344,22.8256,3495
CAM38-608,E175_1224,Caméra de surveillance externe,14893,26.84695,6348
AIL5-315,A320_2447,Aileron gauche,12175,23.20125,9389
GEN13-531,B757_0500,Générateur électrique,14787,21.145050000000012,3232
ORD12-299,B767_5851,Ordinateur de bord,12077,16.768549999999998,7912
AIL6-291,CRJ700_6562,Aileron droit,12253,16.85095,4088
SYS10-291,B747_0620,Système d'alerte de proximité au sol (GPWS),8802,10.1823,5523
VOL17-147,None_6608,Volet de bord de fuite gauche,13900,24.145,9121
SYS36-172,None_2407,Système de divertissement en vol,9366,16.690899999999985,7462
SIE27-543,None_2077,Siège copilote,14032,17.0168,8259
AIL5-009,E175_0808,Aileron gauche,9128,18.75719999999999,2391
SYS28-625,A330_1563,Systèmes d'oxygène d'urgence pour les passagers,14489,23.872350000000004,5564
GEN13-067,CRJ900_5737,Générateur électrique,11578,22.24470000000001,4436
SYS28-228,CRJ900_5773,Systèmes d'oxygène d'urgence pour les passagers,10774,21.980099999999982,6860
SYS33-484,CRJ700_0354,Système d'éclairage de cabine,12477,22.41855000000002,4192
ORD12-354,B747_2406,Ordinateur de bord,10977,16.87355,7584
SIE27-140,CRJ700_5389,Siège copilote,14753,18.185950000000002,6708
DET29-700,A330_3674,Détecteurs de fumée en cabine,8122,9.450300000000004,9049
SPO16-232,B767_5851,Spoilers,8926,11.424900000000008,9074
SYS14-302,B757_2283,Système d'extinction d'incendie du moteur,13650,17.437499999999996,2893
ECL30-073,E175_4340,Éclairage d'urgence,8984,16.831599999999998,7203
SYS7-267,B767_1623,Système de gestion de carburant,10836,12.771400000000003,7614
REA1-349,E170_4304,Réacteur droit,12032,18.626800000000006,2620
SIE27-493,B747_4876,Siège copilote,10593,21.73195,1949
AUT8-247,A320_3792,Autopilote,10921,16.73915,7002
SIE27-594,B767_3156,Siège copilote,8024,16.3676,2012
SYS35-324,E175_4340,Système d'annonce publique,11836,19.20139999999999,7583
SYS2-660,A321_0497,Système hydraulique principal,11132,14.951799999999995,4676
SYS35-647,B747_4876,Système d'annonce publique,8821,19.50415,6199
SPO16-467,CRJ900_6891,Spoilers,14931,58.50065,4353
EQU23-001,E175_4487,Équipement de navigation par satellite (GPS),9965,15.649750000000001,8439
SIE26-341,A320_4881,Siège pilote,14758,21.311699999999995,3756
CAP39-292,CRJ900_2888,Capteurs de vitesse du vent,12828,15.852200000000005,8004
VOL18-302,A340_2112,Volet de bord de fuite droit,9201,16.761150000000004,6776
CAP39-148,E170_5474,Capteurs de vitesse du vent,13044,19.3506,1381
POR34-484,E175_3294,Porte cargo,13385,20.14275000000001,3310
SYS33-562,E170_4298,Système d'éclairage de cabine,9072,13.802799999999996,5363
SYS24-309,CRJ900_0468,Système de communication radio,8441,15.547150000000004,5642
CAP39-665,A320_0063,Capteurs de vitesse du vent,12714,17.6711,3456
GEN13-144,CRJ900_4486,Générateur électrique,12623,24.176450000000024,3877
GEN13-230,B767_3223,Générateur électrique,12778,24.3047,9164
CAM38-058,A330_5589,Caméra de surveillance externe,8252,15.8598,6777
SYS37-156,A340_2112,Système d'éclairage de piste,11452,14.719799999999996,5494
TRA21-519,B777_3467,Train d'atterrissage avant,11073,16.91395,6414
POR34-060,B757_1013,Porte cargo,9200,16.550000000000004,6623
SYS37-036,E175_5780,Système d'éclairage de piste,12685,22.237750000000016,9218
SYS36-585,None_0075,Système de divertissement en vol,13336,23.35639999999998,8985
GOU3-597,E175_5780,Gouvernail de direction,11546,20.107899999999994,1769
SYS37-301,A321_0732,Système d'éclairage de piste,14504,19.879600000000014,9891
VOL17-322,B757_4876,Volet de bord de fuite gauche,13371,20.15665,9390
SYS33-021,E170_2490,Système d'éclairage de cabine,8459,15.11785,6708
SYS9-218,CRJ900_5773,Système anti-givre,12547,24.28905,7192
SIE26-172,CRJ700_1377,Siège pilote,13982,22.28930000000002,9008
SIE26-358,B767_2195,Siège pilote,12072,18.0428,4269
ECL30-044,B737_6105,Éclairage d'urgence,11860,18.279,3595
REA1-652,E175_3294,Réacteur droit,13559,17.452849999999994,2607
SYS37-500,B737_0842,Système d'éclairage de piste,14534,20.7041,3361
TRA19-463,None_6608,Train d'atterrissage principal gauche,9879,19.330850000000012,7430
SYS33-697,CRJ900_2289,Système d'éclairage de cabine,9675,13.936250000000001,5787
DET29-190,E175_0488,Détecteurs de fumée en cabine,12231,18.745650000000005,3726
VOL18-572,A380_4959,Volet de bord de fuite droit,14384,16.8716,7641
CAP39-573,E170_4877,Capteurs de vitesse du vent,12721,23.75915000000002,2494
SYS35-405,CRJ700_1377,Système d'annonce publique,11976,22.04240000000001,8885
EMP4-576,None_0118,Empennage horizontal,14294,16.8481,2708
DET29-683,A320_6028,Détecteurs de fumée en cabine,10079,21.21085,3798
RAD11-229,A330_1563,Radar météorologique,13254,24.292100000000016,3683
SYS36-084,A320_0020,Système de divertissement en vol,12084,14.556600000000012,8936
SYS28-488,A380_2873,Systèmes d'oxygène d'urgence pour les passagers,8490,10.253500000000003,9490
SYS24-682,A320_0063,Système de communication radio,9694,17.3481,7720
DIS32-647,E170_5314,Dispositif d'atterrissage d'urgence (comme les toboggans),13230,23.1645,7821
TRA19-256,CRJ700_1377,Train d'atterrissage principal gauche,9672,11.212799999999994,1830
POR34-290,E170_4298,Porte cargo,9703,15.928450000000005,2647
SYS37-306,B767_2487,Système d'éclairage de piste,13087,26.080050000000014,6593
VOL18-205,B757_0577,Volet de bord de fuite droit,14511,16.96765,2457
SYS36-202,B737_0342,Système de divertissement en vol,14306,22.961899999999986,7313
ANT25-001,B737_0318,Antenne radar,13030,23.804499999999976,4029
SYS37-454,A340_5178,Système d'éclairage de piste,11551,21.06364999999999,4607
SYS9-226,CRJ700_5389,Système anti-givre,11032,13.796800000000001,2986
SIE26-679,A330_1938,Siège pilote,10603,13.773450000000004,8428
SYS2-048,B747_2822,Système hydraulique principal,12347,23.06905000000002,6087
SYS28-080,B747_6830,Systèmes d'oxygène d'urgence pour les passagers,14559,17.55285,1876
REA1-509,A330_5024,Réacteur droit,11777,17.573550000000004,7250
SYS14-353,A330_1129,Système d'extinction d'incendie du moteur,13544,25.275599999999983,2726
TRA21-030,B767_2195,Train d'atterrissage avant,14240,22.276,5801
SYS36-014,B767_4418,Système de divertissement en vol,10937,16.59754999999999,3615
DIS32-146,B757_0500,Dispositif d'atterrissage d'urgence (comme les toboggans),8418,11.610699999999996,3109
REA1-046,B767_6273,Réacteur droit,11745,19.566750000000013,2652
GEN13-085,CRJ900_4486,Générateur électrique,10625,17.098750000000003,4965
ORD12-250,B747_4253,Ordinateur de bord,9645,11.32175,5230
SYS10-094,None_1554,Système d'alerte de proximité au sol (GPWS),9935,19.85524999999999,3470
SYS9-469,B757_2631,Système anti-givre,12437,21.892549999999986,8607
BOI22-407,E175_4832,Boîte noire (enregistreur de vol),12554,22.877100000000013,9020
EMP4-077,CRJ900_6725,Empennage horizontal,12421,22.74415,4035
TRA20-293,B777_4681,Train d'atterrissage principal droit,62146,71.64789999999999,3675
EMP4-460,E175_2393,Empennage horizontal,8881,15.24315,8759
SYS33-268,None_1554,Système d'éclairage de cabine,10025,17.408749999999998,8834
CAP39-202,A321_2905,Capteurs de vitesse du vent,9550,15.002499999999998,2970
EMP4-543,CRJ900_2289,Empennage horizontal,12021,23.224150000000026,5495
REA1-133,A321_2905,Réacteur droit,9953,12.24595,6788
SYS2-219,A350_3187,Système hydraulique principal,14051,17.74865,8118
BOI22-056,B777_3285,Boîte noire (enregistreur de vol),13731,22.97065,1909
SYS37-440,A330_1938,Système d'éclairage de piste,12530,16.389499999999998,6109
AIL5-132,B757_3072,Aileron gauche,8460,16.558999999999997,6796
SYS31-340,A330_5024,Système de conditionnement d'air,12490,23.533500000000018,3353
CAP39-005,A321_3449,Capteurs de vitesse du vent,14165,18.929749999999995,2512
SYS35-314,B757_2631,Système d'annonce publique,12282,22.334300000000013,8828
SYS10-537,A330_5932,Système d'alerte de proximité au sol (GPWS),9291,15.88465,9815
VOL18-209,B737_2293,Volet de bord de fuite droit,11112,12.8688,5795
SIE26-005,E175_1224,Siège pilote,12735,24.475249999999985,6911
ECL30-328,CRJ900_5255,Éclairage d'urgence,10943,12.824450000000004,2853
VOL17-346,A320_2211,Volet de bord de fuite gauche,9642,15.5083,9889
SIE26-467,E175_4239,Siège pilote,8570,15.435499999999996,1589
SYS31-689,B767_0601,Système de conditionnement d'air,14012,18.983800000000002,9407
VOL18-437,E175_4487,Volet de bord de fuite droit,10533,18.09295,1555
SYS2-421,CRJ900_5737,Système hydraulique principal,8173,11.728949999999996,7051
SYS28-166,None_6838,Systèmes d'oxygène d'urgence pour les passagers,10972,14.137800000000004,3744
SYS31-547,E175_0440,Système de conditionnement d'air,9823,12.30645,3142
TRA21-372,E175_4340,Train d'atterrissage avant,11415,16.857250000000004,7659
SPO16-203,B747_4916,Spoilers,10995,20.83425,3630
EMP4-552,A350_3715,Empennage horizontal,12553,20.11594999999999,6697
REA1-564,E175_0808,Réacteur droit,8095,13.94925,4485
VOL18-434,None_5579,Volet de bord de fuite droit,11552,17.454800000000006,4701
SIE26-266,CRJ700_2805,Siège pilote,8036,11.301399999999996,6586
BOI22-460,B767_1623,Boîte noire (enregistreur de vol),8805,19.975749999999987,5562
CAP39-517,B757_4876,Capteurs de vitesse du vent,14815,23.157249999999987,4435
SYS2-689,A320_3805,Système hydraulique principal,9792,15.630799999999999,5584
SYS28-571,CRJ900_1184,Systèmes d'oxygène d'urgence pour les passagers,9622,20.98530000000002,1785
GOU3-587,E175_1713,Gouvernail de direction,9024,18.1176,8382
GOU3-639,B757_3072,Gouvernail de direction,11345,16.306749999999997,9181
SYS37-150,A330_2342,Système d'éclairage de piste,12230,17.9045,7931
DIS32-237,B767_2723,Dispositif d'atterrissage d'urgence (comme les toboggans),14797,22.196550000000006,8740
EQU23-040,A340_2833,Équipement de navigation par satellite (GPS),14685,24.69774999999999,2900
ANT25-414,CRJ700_5378,Antenne radar,11407,14.78805,7726
SYS33-376,A340_2112,Système d'éclairage de cabine,13598,23.3377,2848
SIE26-186,CRJ900_2888,Siège pilote,8008,16.709200000000003,4973
EMP4-520,CRJ900_4486,Empennage horizontal,13199,23.038849999999986,8323
EQU23-559,B777_3467,Équipement de navigation par satellite (GPS),12554,14.957100000000004,7419
ECL30-601,A340_2833,Éclairage d'urgence,11310,20.9265,2370
DIS32-471,E175_0440,Dispositif d'atterrissage d'urgence (comme les toboggans),12959,24.362850000000016,3034
REA0-092,CRJ700_1377,Réacteur gauche,9448,16.265200000000004,3525
TRA20-240,CRJ900_1184,Train d'atterrissage principal droit,10517,16.664550000000002,8294
BOI22-363,A350_1948,Boîte noire (enregistreur de vol),11391,41.29965,9644
CAP39-002,E175_4832,Capteurs de vitesse du vent,9412,16.353799999999996,1671
SYS2-406,B767_2195,Système hydraulique principal,8225,11.078750000000005,8201
SYS2-657,None_2407,Système hydraulique principal,13396,25.035399999999974,7149
POR34-410,B767_0657,Porte cargo,14298,22.7927,1493
DIS15-066,E170_4877,Dispositifs de levage (flaps),13164,16.45860000000001,8447
AIL5-197,A320_0039,Aileron gauche,11998,19.57770000000001,8389
ECL30-278,A320_4466,Éclairage d'urgence,11882,14.374300000000002,1324
TRA19-457,A321_4569,Train d'atterrissage principal gauche,13045,23.41174999999998,1135
SYS2-422,A320_6364,Système hydraulique principal,57309,75.84535,8693
SYS37-637,B767_0657,Système d'éclairage de piste,14615,26.207250000000002,4483
SYS9-453,E175_4749,Système anti-givre,9590,18.92850000000001,9521
VOL18-318,A340_3082,Volet de bord de fuite droit,13515,24.73225000000002,4524
ORD12-577,B737_3698,Ordinateur de bord,13657,24.82554999999997,7620
SYS14-175,E175_1713,Système d'extinction d'incendie du moteur,9655,11.303249999999998,7724
SIE27-381,A320_2772,Siège copilote,13758,20.65170000000001,4649
REA0-616,CRJ900_5525,Réacteur gauche,12863,21.552449999999986,7748
ORD12-263,A330_1563,Ordinateur de bord,8473,18.363949999999992,1596
ECL30-698,A320_6028,Éclairage d'urgence,8573,14.278949999999995,3191
AIL6-203,None_2077,Aileron droit,8602,17.882299999999997,3718
SYS31-442,A330_3674,Système de conditionnement d'air,10484,19.1566,9030
RAD11-326,CRJ700_2204,Radar météorologique,10462,13.741299999999999,7002
DIS15-260,CRJ700_5389,Dispositifs de levage (flaps),9384,18.10160000000002,8782
SYS37-372,A330_1938,Système d'éclairage de piste,10478,19.989700000000003,2227
ANT25-177,CRJ900_5773,Antenne radar,12419,46.69185,8979
SYS9-438,E175_5083,Système anti-givre,13119,25.01685,8930
DIS32-124,None_0163,Dispositif d'atterrissage d'urgence (comme les toboggans),10117,17.844549999999995,8295
GOU3-368,B737_0318,Gouvernail de direction,14968,20.5732,9753
ECL30-221,E170_2289,Éclairage d'urgence,11129,12.90835,1157
ECL30-690,A321_4569,Éclairage d'urgence,12251,17.11865,9954
SYS35-065,A320_0020,Système d'annonce publique,11041,14.25715,7651
REA1-655,A380_3051,Réacteur droit,11337,16.597550000000002,9770
SPO16-651,A320_4603,Spoilers,11973,22.80894999999998,8640
BOI22-233,E170_4894,Boîte noire (enregistreur de vol),10806,21.856899999999985,9991
SYS2-189,E170_5403,Système hydraulique principal,12255,16.733249999999998,9419
SYS14-420,A340_5178,Système d'extinction d'incendie du moteur,57791,74.40965,7851
SYS14-662,CRJ900_2289,Système d'extinction d'incendie du moteur,9953,13.465950000000005,7061
GOU3-659,B757_1013,Gouvernail de direction,10514,20.56110000000001,5619
GOU3-117,CRJ900_5773,Gouvernail de direction,9303,19.308450000000008,8653
GOU3-483,B777_2551,Gouvernail de direction,11059,15.667849999999994,9735
DIS32-023,B737_2584,Dispositif d'atterrissage d'urgence (comme les toboggans),9674,15.635100000000001,1865
TRA19-179,E170_2644,Train d'atterrissage principal gauche,13882,22.84429999999999,5028
SYS35-299,A321_0987,Système d'annonce publique,8572,10.697799999999999,3054
SIE27-694,E170_1341,Siège copilote,47083,56.14544999999998,5600
SYS9-608,A350_1683,Système anti-givre,10561,17.635150000000003,4508
DIS32-522,CRJ900_5255,Dispositif d'atterrissage d'urgence (comme les toboggans),8641,10.597150000000005,1376
BOI22-581,A350_1948,Boîte noire (enregistreur de vol),13051,20.21865000000001,2475
TRA20-199,B747_6830,Train d'atterrissage principal droit,14663,25.922449999999973,3929
SYS14-653,A330_2838,Système d'extinction d'incendie du moteur,8865,16.13475000000001,6629
EQU23-546,B767_0601,Équipement de navigation par satellite (GPS),13554,21.727100000000014,6731
SYS37-133,E175_4487,Système d'éclairage de piste,8395,10.924249999999997,3747
GOU3-549,B737_5252,Gouvernail de direction,12943,15.15445,8994
VOL18-461,A330_3674,Volet de bord de fuite droit,8224,17.597600000000007,1320
SYS2-673,None_5391,Système hydraulique principal,9078,15.939700000000014,2955
CAM38-678,B757_2283,Caméra de surveillance externe,9980,14.047,5465
DET29-625,None_1237,Détecteurs de fumée en cabine,10326,16.134900000000002,2864
DIS32-334,CRJ900_5525,Dispositif d'atterrissage d'urgence (comme les toboggans),8138,50.2387,2125
BOI22-693,B757_2360,Boîte noire (enregistreur de vol),9031,17.085649999999987,3124
SYS24-437,CRJ900_3190,Système de communication radio,10629,15.003349999999996,3226
SYS33-289,E170_2532,Système d'éclairage de cabine,12922,20.4403,5922
BOI22-289,E170_4304,Boîte noire (enregistreur de vol),13830,20.044500000000003,9092
SYS7-438,A340_2833,Système de gestion de carburant,10783,15.310449999999996,3094
POR34-529,A320_4881,Porte cargo,12800,17.52,8350
GOU3-535,B777_3756,Gouvernail de direction,13155,18.13825,4493
SPO16-291,None_6608,Spoilers,13375,17.89125,5527
SYS35-135,A340_3881,Système d'annonce publique,14568,24.6732,3705
SIE27-225,B747_0607,Siège copilote,9402,13.362300000000005,1743
REA0-543,E170_4877,Réacteur gauche,8543,14.974449999999985,7217
TRA19-093,B757_2709,Train d'atterrissage principal gauche,9173,10.998950000000004,5345
SYS37-243,A320_3805,Système d'éclairage de piste,12208,21.329199999999986,2975
SYS37-553,B747_1559,Système d'éclairage de piste,13290,20.4735,2536
SYS10-379,E170_2289,Système d'alerte de proximité au sol (GPWS),10807,14.008050000000003,3923
EQU23-087,None_5828,Équipement de navigation par satellite (GPS),10279,12.300849999999999,9859
DIS15-620,B737_4082,Dispositifs de levage (flaps),8334,11.1241,2785
ORD12-656,A321_4569,Ordinateur de bord,9215,14.177250000000004,6445
VOL17-491,B777_3756,Volet de bord de fuite gauche,12613,19.25495,3229
SYS9-420,E175_5515,Système anti-givre,8193,13.751949999999992,8182
AUT8-230,A380_4821,Autopilote,13360,24.073999999999984,6196
AIL6-188,A350_6030,Aileron droit,14906,19.551900000000003,3859
DIS32-123,A320_3073,Dispositif d'atterrissage d'urgence (comme les toboggans),10108,18.424200000000006,9595
SYS14-537,E175_5780,Système d'extinction d'incendie du moteur,14673,18.24395000000001,6771
DIS15-497,A320_4881,Dispositifs de levage (flaps),14019,25.911849999999983,3855
SIE27-065,B737_5678,Siège copilote,9442,18.338300000000004,2612
AIL6-598,A350_6030,Aileron droit,12896,24.1004,1719
SYS2-688,None_6155,Système hydraulique principal,13336,24.256399999999978,2775
GEN13-603,A321_0467,Générateur électrique,10887,19.72005000000001,2014
EQU23-491,E175_4340,Équipement de navigation par satellite (GPS),12449,22.85635,2665
CAM38-388,B767_5851,Caméra de surveillance externe,8573,14.998949999999997,2309
SYS28-263,A321_2905,Systèmes d'oxygène d'urgence pour les passagers,11260,19.50899999999999,5544
SYS10-134,A350_3017,Système d'alerte de proximité au sol (GPWS),8178,15.474699999999995,6925
SYS28-345,A340_2112,Systèmes d'oxygène d'urgence pour les passagers,12773,16.688950000000002,2324
ECL30-679,A330_2342,Éclairage d'urgence,12285,20.51774999999999,9187
SYS33-596,E170_4304,Système d'éclairage de cabine,8301,10.056150000000002,3913
TRA20-215,CRJ900_5255,Train d'atterrissage principal droit,10336,21.0164,4446
SYS24-184,A380_5479,Système de communication radio,10248,18.675199999999993,9653
DET29-185,A380_5479,Détecteurs de fumée en cabine,14986,26.47390000000003,7171
SYS33-110,A350_5005,Système d'éclairage de cabine,8121,15.869150000000005,9993
GOU3-374,A350_5401,Gouvernail de direction,14981,19.398150000000005,3819
DET29-478,A330_2838,Détecteurs de fumée en cabine,13116,18.343399999999995,5180
SYS14-062,B767_0317,Système d'extinction d'incendie du moteur,14008,23.539199999999983,7828
CAP39-120,A350_3017,Capteurs de vitesse du vent,13233,16.89795,2102
GOU3-400,B767_2187,Gouvernail de direction,8073,19.05395,6971
VOL17-243,E175_0440,Volet de bord de fuite gauche,9907,13.05305,8004
SYS33-131,A320_6954,Système d'éclairage de cabine,12301,18.60615,1854
DIS15-494,None_0118,Dispositifs de levage (flaps),11581,21.99814999999999,2683
SYS36-370,A340_1943,Système de divertissement en vol,11509,19.01535,6825
SYS35-515,A340_1943,Système d'annonce publique,10658,20.31670000000002,1987
SYS9-681,CRJ900_5333,Système anti-givre,9505,14.290750000000008,8069
REA0-371,None_1084,Réacteur gauche,9574,16.130100000000002,6875
TRA19-231,A380_6060,Train d'atterrissage principal gauche,9146,20.4979,7531
SYS37-134,A380_3051,Système d'éclairage de piste,11136,13.916400000000007,1033
REA1-087,A340_5178,Réacteur droit,12646,23.702900000000014,5874
SYS9-231,None_6663,Système anti-givre,10566,21.780900000000024,5220
VOL18-359,A321_0732,Volet de bord de fuite droit,11544,18.365600000000004,6036
CAP39-383,E170_5822,Capteurs de vitesse du vent,14195,22.094249999999995,4843
SYS24-351,B757_1013,Système de communication radio,12019,22.571849999999994,4608
GOU3-031,E175_0440,Gouvernail de direction,12554,22.427100000000014,6191
SIE27-007,E170_2173,Siège copilote,12107,14.853049999999996,5600
SYS33-624,B737_2009,Système d'éclairage de cabine,9885,14.597749999999987,2905
SYS33-335,None_5391,Système d'éclairage de cabine,9209,15.190349999999995,2537
ECL30-537,E175_0964,Éclairage d'urgence,11440,18.005999999999993,4366
REA0-083,CRJ700_2204,Réacteur gauche,9912,30.5988,2466
ANT25-245,E175_1081,Antenne radar,11655,23.043250000000018,8977
GEN13-486,E170_5822,Générateur électrique,11630,22.30449999999998,3177
SYS33-635,B757_4876,Système d'éclairage de cabine,13793,19.711950000000005,8163
TRA21-074,B777_3285,Train d'atterrissage avant,14434,18.0591,7439
EMP4-294,E175_5083,Empennage horizontal,11371,19.446649999999988,9076
SYS35-554,E175_4749,Système d'annonce publique,10171,20.14665,1262
SYS37-265,E170_1474,Système d'éclairage de piste,10357,21.47054999999999,3118
SYS35-024,E170_4877,Système d'annonce publique,8377,13.133550000000005,4138
SYS9-357,CRJ900_2888,Système anti-givre,10102,12.227300000000001,8213
DET29-672,B757_3072,Détecteurs de fumée en cabine,12763,21.50744999999999,1831
TRA19-135,B757_1659,Train d'atterrissage principal gauche,14719,20.85685000000001,4790
CAM38-446,None_5391,Caméra de surveillance externe,13072,17.472800000000007,9657
POR34-534,B757_3072,Porte cargo,10095,18.489250000000006,7140
SIE26-648,A320_3073,Siège pilote,14615,21.67725000000001,6411
REA1-478,E170_2490,Réacteur droit,8692,17.4758,7450
SYS35-495,A350_3017,Système d'annonce publique,9123,15.141449999999992,9500
GEN13-600,A321_6216,Générateur électrique,10500,21.364999999999984,4000
SYS10-668,CRJ900_5333,Système d'alerte de proximité au sol (GPWS),11552,14.2748,9351
DIS32-645,B747_2822,Dispositif d'atterrissage d'urgence (comme les toboggans),8369,17.504350000000002,3293
SPO16-592,A321_2784,Spoilers,14898,18.152700000000003,1923
EMP4-276,B767_6273,Empennage horizontal,12981,22.468149999999994,6389
SYS2-359,A340_3881,Système hydraulique principal,10618,14.350700000000002,5303
TRA19-039,None_2077,Train d'atterrissage principal gauche,14239,25.474850000000018,9793
EMP4-542,A321_4895,Empennage horizontal,13382,25.3593,3351
POR34-540,E175_0583,Porte cargo,11803,15.913450000000003,2036
SPO16-248,A321_2784,Spoilers,12992,16.2708,3979
REA1-066,CRJ700_4473,Réacteur droit,14784,17.741600000000005,6299
GOU3-289,B757_6583,Gouvernail de direction,12076,19.30739999999999,7618
POR34-413,B747_0175,Porte cargo,12966,23.150900000000007,1270
EQU23-288,B737_6105,Équipement de navigation par satellite (GPS),14303,19.77845000000001,2273
SYS2-642,E175_0808,Système hydraulique principal,8437,12.322549999999994,8004
GEN13-670,E175_4832,Générateur électrique,14539,22.459849999999996,5368
CAP39-206,CRJ900_0468,Capteurs de vitesse du vent,10082,12.834299999999999,1363
CAM38-374,E175_1713,Caméra de surveillance externe,13466,15.8159,5788
ANT25-056,E170_1384,Antenne radar,14419,22.321849999999987,6448
TRA21-264,B737_3698,Train d'atterrissage avant,8605,12.60575,4049
GOU3-006,B737_1878,Gouvernail de direction,8688,14.1812,9789
GEN13-680,A330_5384,Générateur électrique,8094,18.168099999999992,4420
SYS28-445,B747_1559,Systèmes d'oxygène d'urgence pour les passagers,12101,23.01614999999998,7375
AUT8-215,None_0385,Autopilote,8309,19.175349999999998,8402
DIS15-414,A380_4821,Dispositifs de levage (flaps),9873,18.303949999999993,7861
SYS9-628,CRJ700_2805,Système anti-givre,12871,19.551650000000006,7433
TRA20-583,B767_1817,Train d'atterrissage principal droit,13479,15.910849999999996,7723
SYS37-089,E170_4298,Système d'éclairage de piste,8013,9.334950000000001,6309
AIL5-261,A340_1943,Aileron gauche,12001,19.75115,7077
DIS32-427,A380_4355,Dispositif d'atterrissage d'urgence (comme les toboggans),10685,13.47775,9774
TRA19-040,A320_0039,Train d'atterrissage principal gauche,10434,14.979099999999999,3841
VOL18-610,E170_5314,Volet de bord de fuite droit,12333,15.00295,1788
EQU23-135,B747_1559,Équipement de navigation par satellite (GPS),8056,10.744399999999999,2774
SYS31-657,CRJ700_2827,Système de conditionnement d'air,8682,14.79430000000001,7413
SYS24-306,A350_5005,Système de communication radio,9641,11.297149999999995,8280
SYS24-678,CRJ900_6891,Système de communication radio,13937,21.687550000000016,2877
REA1-536,E175_2393,Réacteur droit,9973,18.118950000000005,9244
POR34-488,CRJ900_6200,Porte cargo,11814,19.31609999999999,4480
GOU3-587,B747_6830,Gouvernail de direction,12448,18.28520000000001,4388
SYS35-344,A321_2784,Système d'annonce publique,8674,12.9951,3600
TRA20-065,A380_3051,Train d'atterrissage principal droit,14069,20.02935,1932
GOU3-084,None_1554,Gouvernail de direction,14659,21.19784999999999,4919
TRA21-277,B767_3637,Train d'atterrissage avant,10611,21.282650000000015,7421
TRA21-423,A321_0467,Train d'atterrissage avant,13668,40.35819999999997,9293
SYS14-164,A350_5401,Système d'extinction d'incendie du moteur,11627,20.611050000000006,6065
SIE26-003,B757_2283,Siège pilote,12207,17.598050000000004,4914
