ref_compo,aero,desc,lifespan,taux_usure_actuel,cout_composant
C377,A380_3169,Gouvernail de direction,14844,8.58,7501
C077,CRJ700_3452,,14049,44.76,2162
C396,B777_0569,Système hydraulique principal,14766,59.93,2760
C016,B737_6510,Réacteur droit,11337,20.56,9061
C336,A340_2060,Train d'atterrissage avant,14344,4.7,7686
C426,CRJ700_5312,Systèmes d'oxygène d'urgence pour les passagers,8677,35.47,4813
C350,A330_0262,Système d'annonce publique,13409,21.93,5571
C227,A330_0262,,9099,20.97,4477
C007,E170_2171,Générateur électrique,11493,62.44,1212
C615,B737_2786,Système d'éclairage de cabine,9431,2.85,8277
C354,A350_2113,Détecteurs de fumée en cabine,12344,0.0,8354
C161,B757_1459,Caméra de surveillance externe,13552,16.59,3070
C483,B737_6326,Volet de bord de fuite droit,14238,0.0,1763
C390,B767_3162,Train d'atterrissage avant,8310,0.0,4836
C386,A350_3551,Autopilote,8123,72.91,9689
C136,A350_3551,Réacteur gauche,10306,33.51,4877
C298,CRJ700_2495,Autopilote,60438,33.16,4951
C083,A321_5414,Spoilers,8383,21.87,3623
C530,A380_1712,Caméra de surveillance externe,9521,0.0,6569
C555,A380_5370,Système de divertissement en vol,11354,36.95,4394
C280,B757_1459,Système hydraulique principal,14207,60.42,8405
C120,None_2072,,10795,0.0,2921
C440,A330_5765,Système de divertissement en vol,12033,43.25,8104
C368,B767_4104,Système de gestion de carburant,8875,55.61,3601
C657,A320_2348,Système d'annonce publique,11508,41.57,1957
C473,B777_5783,Volet de bord de fuite gauche,9170,16.29,4822
C633,A321_5096,Système de divertissement en vol,8286,67.25,7657
C635,A350_3496,Siège pilote,10412,68.85,1847
C200,CRJ700_4106,Porte cargo,12832,18.35,2212
C501,A350_6742,Boîte noire (enregistreur de vol),14326,25.63,4328
C384,A350_5568,,11699,39.52,7975
C612,A350_2113,Ordinateur de bord,14317,0.0,4211
C392,CRJ700_3824,Système de conditionnement d'air,13427,0.0,5107
C136,A340_1180,Système hydraulique principal,11654,31.56,9542
C080,B757_5303,Réacteur gauche,11100,3.78,8213
C363,B757_3371,Système anti-givre,10512,2.65,2351
C445,A380_1712,Capteurs de vitesse du vent,11859,0.0,6347
C553,A380_2615,Autopilote,10051,0.0,8942
C193,B777_5303,Boîte noire (enregistreur de vol),10221,16.62,7282
C585,A340_5040,Volet de bord de fuite gauche,13295,36.79,3232
C618,E175_6406,Réacteur gauche,9026,73.73,2664
C559,CRJ700_6130,Système d'annonce publique,14676,64.93,7206
C152,E170_4665,Équipement de navigation par satellite (GPS),8538,0.0,7764
C421,A340_5040,Système de divertissement en vol,12101,7.27,9583
C501,E175_5092,Système d'alerte de proximité au sol (GPWS),13179,65.96,8919
C533,None_4147,Éclairage d'urgence,9966,1.43,8276
C110,A320_3493,Système de conditionnement d'air,14317,66.03,1614
C561,B737_4676,Système de gestion de carburant,9046,2.04,5276
C542,B747_4952,Réacteur gauche,13997,0.0,3647
C131,A380_3169,Systèmes d'oxygène d'urgence pour les passagers,10702,73.62,4886
C135,B767_0488,Volet de bord de fuite droit,13707,2.68,1134
C538,A321_2986,Générateur électrique,12408,0.0,4963
C353,B777_2043,,12021,25.68,5350
C686,None_3668,Boîte noire (enregistreur de vol),14267,21.37,6787
C189,CRJ700_6981,Train d'atterrissage principal droit,11786,57.46,2433
C339,B747_0263,Volet de bord de fuite droit,12916,63.58,2001
C318,CRJ700_1364,Autopilote,10408,0.0,6937
C249,B757_3261,,8170,69.18,3320
C105,A320_3493,Train d'atterrissage avant,9434,15.71,7546
C296,B777_2261,Aileron droit,11783,51.79,6650
C506,E170_2200,Système d'alerte de proximité au sol (GPWS),13394,52.28,2566
C291,B757_1539,Système de divertissement en vol,10410,0.0,1850
C073,E170_4665,Capteurs de vitesse du vent,14174,0.0,7566
C196,A340_5350,Volet de bord de fuite gauche,13963,186.67,2166
C598,CRJ700_3745,Aileron droit,12961,25.86,9161
C116,B767_6488,Réacteur droit,8060,64.95,1917
C013,B747_2942,Radar météorologique,9521,8.0,1591
C248,B767_3681,Train d'atterrissage principal droit,14375,1.7,9799
C371,A321_4629,Antenne radar,8911,40.21,6540
C685,CRJ700_6057,Antenne radar,14827,19.11,7300
C510,E170_3684,Dispositif d'atterrissage d'urgence (comme les toboggans),12355,0.0,2001
C507,A350_2985,Capteurs de vitesse du vent,14673,7.73,7273
C005,B737_3541,Système de gestion de carburant,10428,1.63,3474
C621,CRJ700_5262,Spoilers,9824,0.0,2601
C009,B747_4952,Générateur électrique,8205,0.0,1673
C568,None_6652,Train d'atterrissage principal droit,14095,67.82,5307
C197,A350_4498,Antenne radar,8735,19.8,1082
C476,E175_6272,Aileron droit,8749,0.0,4512
C523,A350_4328,Système d'annonce publique,13391,40.14,2649
C692,None_6652,Détecteurs de fumée en cabine,61304,42.24,5862
C696,B747_4403,Porte cargo,9087,0.0,4984
C074,A350_1947,Train d'atterrissage avant,10260,0.0,7320
C589,B737_6510,Radar météorologique,10064,54.48,8079
C111,A340_1063,Antenne radar,12105,43.54,8418
C081,E175_0062,Système d'éclairage de piste,14209,29.66,2035
C398,B747_4403,Système d'annonce publique,9815,0.0,3512
C629,A320_0854,Système anti-givre,12524,9.73,7898
C445,B767_2009,Système d'alerte de proximité au sol (GPWS),14725,0.0,6485
C380,A340_6183,Système d'extinction d'incendie du moteur,13749,20.46,9711
C625,A380_2615,Systèmes d'oxygène d'urgence pour les passagers,9402,0.0,6391
C561,A330_5765,Réacteur droit,9490,1.78,5554
C547,None_0844,Aileron gauche,12455,44.66,6665
C569,CRJ700_5558,,9150,72.62,3264
C284,A330_5802,,12191,0.0,2965
C108,CRJ700_3745,Système de conditionnement d'air,13044,11.54,9814
C221,A380_1802,Système hydraulique principal,11377,0.0,4500
C283,A340_1070,Système de conditionnement d'air,13090,17.91,3357
C097,CRJ700_5558,Boîte noire (enregistreur de vol),11255,8.12,4755
C117,B737_6638,Système d'éclairage de piste,9998,54.39,4995
C279,A340_6797,Système hydraulique principal,11650,16.92,3160
C374,B777_5303,Empennage horizontal,10187,55.55,2684
C648,None_4310,Capteurs de vitesse du vent,12257,64.39,5243
C558,E170_1081,Porte cargo,12365,5.98,5113
C447,B757_3066,Système anti-givre,12409,18.15,4761
C342,B777_5783,Gouvernail de direction,10989,51.02,3854
C234,A350_5715,Volet de bord de fuite gauche,14986,0.0,2746
C225,B777_0663,Aileron droit,9265,7.42,2728
C563,B777_2261,Système de conditionnement d'air,8506,39.27,1745
C607,A350_0174,,14163,38.37,7716
C049,A321_5096,Spoilers,12359,52.46,9680
C165,A350_5715,Détecteurs de fumée en cabine,8753,0.0,3440
C211,B757_2191,Empennage horizontal,10618,28.3,9724
C286,CRJ700_5312,Système de conditionnement d'air,8652,52.21,6478
C398,B777_2435,Boîte noire (enregistreur de vol),12585,37.81,7351
C268,E170_2171,Caméra de surveillance externe,9229,33.69,4034
C052,CRJ700_2495,Gouvernail de direction,10971,52.42,3044
C418,A330_1256,Système de conditionnement d'air,14085,63.05,3365
C601,A320_0571,Siège pilote,8990,0.0,2836
C542,B767_2996,Siège pilote,11549,46.23,8148
C390,None_6652,Aileron gauche,8014,12.58,2647
C667,A340_1180,Volet de bord de fuite droit,8862,66.13,3422
C102,A340_6810,Système de communication radio,9471,19.56,1123
C634,B777_5783,Gouvernail de direction,11633,31.24,8302
C648,A330_1586,Système anti-givre,9489,1.09,4918
C148,B737_3647,Caméra de surveillance externe,12346,6.49,4378
C016,E175_0062,Train d'atterrissage principal gauche,12193,60.95,3960
C001,None_1211,Système hydraulique principal,10157,3.82,2194
C372,A380_1712,Système d'extinction d'incendie du moteur,14218,0.0,4028
C535,None_0192,Générateur électrique,12589,11.79,5754
C641,A380_5165,Siège pilote,8720,72.25,4468
C227,A330_2352,Équipement de navigation par satellite (GPS),9357,45.61,9535
C228,E175_6406,Train d'atterrissage avant,9224,63.61,5623
C386,None_0192,Système d'éclairage de piste,8613,25.4,3969
C561,B767_5911,Volet de bord de fuite gauche,12245,0.0,8127
C599,A340_3174,Aileron droit,11765,373.51,3177
C097,A350_1947,,11346,0.0,3375
C406,A350_0174,Spoilers,9636,17.38,1572
C131,E170_2901,Train d'atterrissage principal droit,12072,63.44,2683
C574,E170_0751,Système hydraulique principal,13485,0.0,5267
C014,A320_0571,Système anti-givre,10929,0.0,4163
C171,A340_6797,,13850,65.83,8437
C538,B777_5488,Train d'atterrissage principal gauche,11311,6.03,1284
C061,B767_6717,Train d'atterrissage principal droit,9361,0.0,9752
C550,B747_5628,Train d'atterrissage principal gauche,11267,16.25,9162
C517,A321_1076,Ordinateur de bord,9784,39.19,5249
C062,B747_2347,Volet de bord de fuite gauche,10550,56.94,1942
C015,B737_3944,Dispositif d'atterrissage d'urgence (comme les toboggans),13332,0.0,5591
C462,B767_6717,Dispositifs de levage (flaps),9574,0.0,1112
C507,E170_2200,,13759,60.91,6758
C131,E175_5092,Caméra de surveillance externe,13775,28.35,1407
C183,B757_0314,Porte cargo,10223,0.0,2646
C111,E170_1081,Autopilote,8364,67.62,9457
C599,A350_3551,Ordinateur de bord,14472,43.31,3279
C644,B777_0052,Système d'extinction d'incendie du moteur,8277,63.42,4171
C184,CRJ700_2495,Système d'éclairage de piste,10715,67.65,8603
C387,E170_5464,Système d'éclairage de piste,10276,16.1,7492
C218,B767_6717,Équipement de navigation par satellite (GPS),11639,0.0,9429
C336,B767_2259,Éclairage d'urgence,58468,21.65,3366
C343,B777_0171,Siège pilote,10887,62.8,3334
C260,A380_5165,Équipement de navigation par satellite (GPS),10151,28.93,3847
C542,B747_1574,Équipement de navigation par satellite (GPS),10000,36.16,2327
C597,None_5119,Train d'atterrissage avant,10467,56.62,4358
C137,CRJ700_1364,Aileron gauche,11496,0.0,9128
C062,CRJ700_6766,Système d'éclairage de piste,9836,0.0,5711
C128,A350_5832,Train d'atterrissage avant,11904,18.79,5450
C307,A340_5350,Système de communication radio,13828,29.19,9546
C373,A340_6183,Train d'atterrissage avant,8432,43.0,7036
C263,A330_6737,Système d'alerte de proximité au sol (GPWS),10587,0.0,2675
C478,B767_0488,Spoilers,9330,63.27,4954
C109,None_1211,Réacteur gauche,10712,24.78,4357
C470,B767_4104,Capteurs de vitesse du vent,12134,23.88,1538
C190,A350_0174,Gouvernail de direction,11801,39.23,5135
C194,B777_2261,Aileron gauche,13874,20.22,3917
C225,B767_3681,Détecteurs de fumée en cabine,11295,65.82,5118
C643,B737_3944,,10575,0.0,1226
C043,A320_3493,,9526,49.49,2811
C038,A350_6742,Système d'extinction d'incendie du moteur,12314,51.06,2990
C632,None_5783,Générateur électrique,14864,70.22,3446
C267,B777_3643,Dispositifs de levage (flaps),11985,35.52,4734
C599,E175_6406,Système d'éclairage de cabine,13634,266.26,8893
C563,E170_0702,Volet de bord de fuite droit,9364,0.0,9078
C604,A340_1726,Autopilote,14693,12.3,8801
C283,A350_0174,Radar météorologique,10309,20.86,6721
C361,E170_4711,Aileron droit,10114,7.28,1654
C498,A320_2958,Train d'atterrissage principal gauche,13153,0.0,5084
C513,A340_3352,Ordinateur de bord,13551,40.84,7861
C488,CRJ700_3745,Détecteurs de fumée en cabine,10983,51.77,3411
C275,B767_2996,Train d'atterrissage principal droit,13855,66.7,7545
C357,CRJ700_4243,,10768,14.4,2516
C329,CRJ700_5312,Réacteur droit,9467,15.94,8017
C471,B777_0569,Siège pilote,14335,0.81,5315
C511,A340_6797,Dispositifs de levage (flaps),11344,50.04,3549
C530,B747_3977,Système d'annonce publique,13823,43.93,7593
C393,CRJ700_5558,,14762,44.39,9809
C646,A340_6797,Système de communication radio,13013,50.63,5780
C167,CRJ700_3824,,9955,0.0,8285
C096,A320_0854,Train d'atterrissage avant,12693,222.69,6400
C386,A321_5414,Gouvernail de direction,12649,42.3,9980
C304,B777_0052,Systèmes d'oxygène d'urgence pour les passagers,12275,19.27,7991
C275,A350_5715,Siège copilote,8142,0.0,9209
C427,B737_5695,Boîte noire (enregistreur de vol),9228,0.0,2218
C699,None_1211,,8040,64.52,1096
C031,None_0122,Équipement de navigation par satellite (GPS),11921,54.36,7933
C133,A350_3016,Système d'annonce publique,11089,14.87,4995
C572,B757_3261,,13986,58.04,7269
C572,A340_2380,Système anti-givre,14987,68.26,5289
C439,CRJ700_6981,Gouvernail de direction,9947,16.8,4874
C197,A350_0676,,12468,39.77,5149
C669,E170_2901,Spoilers,8172,58.95,4023
C361,A340_6107,,10004,4.92,4732
C029,A340_1180,Système d'éclairage de cabine,12686,331.8,9970
C349,None_1978,Dispositifs de levage (flaps),67548,48.51,1904
C017,A350_3016,Radar météorologique,13171,38.21,3559
C352,A320_2958,Gouvernail de direction,13292,0.0,3592
C010,B777_2375,Système hydraulique principal,9436,22.19,3191
C127,A340_6107,Système d'alerte de proximité au sol (GPWS),14404,40.93,6103
C083,A321_5414,Générateur électrique,13768,71.05,4188
C644,A320_1501,Dispositifs de levage (flaps),12524,12.98,8272
C443,A350_1947,Porte cargo,12893,0.0,7035
C110,B757_5303,Réacteur droit,11558,26.95,8330
C480,None_6652,Système hydraulique principal,12615,69.95,5598
C275,B757_3104,Système d'éclairage de piste,10663,40.8,4096
C215,A350_5568,Système d'éclairage de cabine,9831,7.03,1007
C393,B747_2795,Système anti-givre,14737,5.91,3060
C634,B757_2030,Système d'extinction d'incendie du moteur,12336,24.83,4961
C029,A340_6810,Dispositifs de levage (flaps),11463,40.0,2118
C451,E175_4812,Capteurs de vitesse du vent,8118,69.2,2311
C199,None_4133,Train d'atterrissage avant,14467,19.3,8924
C471,CRJ700_1364,Système de gestion de carburant,14906,0.0,7838
C466,B757_1539,Système d'éclairage de cabine,13339,0.0,7977
C324,A380_1712,Système de divertissement en vol,9809,0.0,2053
C115,CRJ700_4243,Aileron droit,8566,29.98,3273
C305,A330_2352,Système de conditionnement d'air,14402,23.72,5633
C064,A320_1501,,10017,50.8,9754
C694,None_1211,Système d'éclairage de piste,13199,64.91,2705
C229,None_0192,Système hydraulique principal,10022,33.16,1824
C122,B747_0263,Systèmes d'oxygène d'urgence pour les passagers,14282,14.67,2710
C485,B777_2435,Générateur électrique,8502,73.26,4597
C275,None_5119,,10182,28.25,8790
C054,A380_1724,Système d'alerte de proximité au sol (GPWS),14034,62.88,4802
C032,A340_6797,Siège copilote,11696,19.0,7549
C014,A350_4498,Caméra de surveillance externe,10367,40.6,1269
C220,B767_3557,Porte cargo,10538,21.07,6174
C579,B737_5695,Autopilote,14957,0.0,2698
C097,B757_4046,Radar météorologique,14293,18.3,6043
C545,A320_4610,Système hydraulique principal,8456,44.01,4506
C035,A350_3371,Autopilote,12246,9.67,7370
C465,B777_0171,Réacteur droit,11474,16.62,9600
C664,None_5563,Éclairage d'urgence,9070,21.71,2267
C128,A340_2380,Porte cargo,14102,34.44,7563
C129,B757_1539,Empennage horizontal,12893,0.0,8743
C377,B737_3944,Gouvernail de direction,8344,0.0,8388
C368,B767_0599,,14696,0.0,2949
C674,E175_6406,Systèmes d'oxygène d'urgence pour les passagers,13364,28.27,2273
C048,A320_0571,Gouvernail de direction,10967,0.0,1344
C129,E170_5464,Système de divertissement en vol,11866,31.84,4929
C314,B737_0682,Aileron droit,12786,0.64,5127
C364,B757_0314,Générateur électrique,8096,0.0,2904
C089,E175_6272,,8796,0.0,3680
C143,None_6652,Dispositif d'atterrissage d'urgence (comme les toboggans),13767,29.0,1864
C039,A350_0001,Aileron gauche,8502,0.0,4862
C263,A320_5619,Système anti-givre,12196,0.0,7405
C187,A330_1256,Train d'atterrissage avant,8505,67.38,1743
C083,A380_1712,Radar météorologique,10043,0.0,3384
C205,E170_5464,Dispositifs de levage (flaps),14714,67.51,3321
C037,B747_0045,Système d'annonce publique,12663,61.49,9626
C384,B777_2043,Capteurs de vitesse du vent,10946,56.26,2255
C330,B777_2043,Dispositif d'atterrissage d'urgence (comme les toboggans),14066,63.58,2379
C183,A340_6107,Détecteurs de fumée en cabine,12006,3.64,5056
C120,A380_1802,Spoilers,12385,0.0,4698
C058,A340_6797,Éclairage d'urgence,13997,12.84,8579
C504,E170_0702,Système d'alerte de proximité au sol (GPWS),13706,0.0,1706
C381,A340_4532,Volet de bord de fuite droit,13456,58.46,2851
C667,B777_2261,,9006,29.23,1647
C595,B777_2043,Ordinateur de bord,9456,8.96,3178
C274,None_4133,Système de divertissement en vol,9756,66.65,1022
C472,E170_3717,Système d'éclairage de cabine,11960,73.72,6645
C185,B777_2043,Détecteurs de fumée en cabine,14078,6.03,9516
C275,A350_5832,Autopilote,13701,19.79,1448
C676,B757_4046,Système de divertissement en vol,10556,1.94,5888
C399,E175_6272,Capteurs de vitesse du vent,10050,0.0,4725
C215,CRJ700_6130,Volet de bord de fuite gauche,10483,40.54,3541
C423,B767_5045,Détecteurs de fumée en cabine,9767,39.48,6586
C369,B767_3557,Radar météorologique,8964,69.56,2493
C054,A330_6737,Équipement de navigation par satellite (GPS),10053,0.0,7007
C175,B777_0171,Système d'extinction d'incendie du moteur,13644,27.24,7235
C100,E170_0751,Siège copilote,11475,0.0,5750
C019,B757_6748,Systèmes d'oxygène d'urgence pour les passagers,14271,0.0,8126
C451,A350_1947,Dispositif d'atterrissage d'urgence (comme les toboggans),14207,0.0,9619
C672,None_3668,Système anti-givre,10002,25.58,8073
C599,A340_3352,Capteurs de vitesse du vent,13343,73.94,5890
C024,CRJ700_0526,Train d'atterrissage principal gauche,11822,73.98,1322
C124,None_4133,Équipement de navigation par satellite (GPS),9441,16.38,6464
C669,A350_6742,Train d'atterrissage avant,13967,58.4,1359
C584,A340_1070,Gouvernail de direction,13170,54.09,3215
C383,B767_2419,Système de conditionnement d'air,9223,6.52,7400
C038,A380_5165,Caméra de surveillance externe,12292,56.98,2351
C049,B777_5293,Aileron gauche,12399,0.0,4403
C285,None_5563,Autopilote,8329,53.28,1073
C221,A350_6742,Train d'atterrissage avant,8115,61.16,7254
C527,B757_1260,Dispositif d'atterrissage d'urgence (comme les toboggans),13951,36.56,6218
C215,B757_4046,Éclairage d'urgence,9251,32.04,8246
C417,E170_6036,Volet de bord de fuite droit,10106,59.54,6136
C321,CRJ700_5312,Éclairage d'urgence,9958,65.39,1242
C186,E175_0103,Autopilote,10603,39.26,8527
C305,CRJ700_3745,Système d'alerte de proximité au sol (GPWS),10152,36.01,8030
C186,B747_0263,Aileron gauche,14602,65.31,5476
C649,E170_0751,Générateur électrique,12842,0.0,1940
C512,A320_3493,Antenne radar,13307,19.17,1160
C398,A340_5100,Aileron gauche,8137,67.1,7225
C058,CRJ900_2743,,9667,7.82,6233
C550,B777_5488,Aileron gauche,14285,42.9,5933
C614,A321_1076,Volet de bord de fuite droit,14506,28.94,8670
C407,A350_2985,Équipement de navigation par satellite (GPS),9126,67.53,5825
C413,None_6652,Spoilers,11356,64.87,2073
C030,A320_2958,Système anti-givre,9714,0.0,4225
C438,A330_1256,Dispositifs de levage (flaps),12376,62.78,8953
C474,B767_3557,Siège pilote,12858,16.53,8335
C229,B777_1811,Train d'atterrissage principal gauche,14536,50.12,7239
C668,A340_3174,Train d'atterrissage avant,71187,23.16,4945
C166,CRJ700_6130,Réacteur droit,10978,9.85,4743
C061,B747_0045,Caméra de surveillance externe,12593,54.15,9507
C216,B747_0166,Système anti-givre,12697,26.16,4557
C196,A321_2986,Autopilote,9699,0.0,9485
C382,A321_4629,Siège copilote,10862,27.56,3475
C368,B747_0434,Réacteur gauche,14513,27.36,3228
C124,A350_0676,Caméra de surveillance externe,13336,71.81,6121
C173,B737_6517,Aileron droit,8020,52.0,8055
C426,B747_2942,Système d'éclairage de piste,14817,30.39,1956
C110,A320_6319,Éclairage d'urgence,11464,0.0,6515
C136,A320_2958,Train d'atterrissage avant,14121,0.0,8466
C067,B747_4921,Empennage horizontal,8572,14.08,6943
C186,A340_1063,Système de gestion de carburant,9730,70.7,9609
C516,E170_2171,Système anti-givre,11277,0.73,3706
C308,E170_0751,Équipement de navigation par satellite (GPS),13273,0.0,4072
C502,B737_0682,Réacteur droit,12281,47.54,4781
C270,B757_4838,Siège pilote,9436,73.18,7779
C361,A330_4600,Réacteur gauche,13115,45.41,4111
C634,A330_4796,Dispositifs de levage (flaps),10928,31.76,9943
C008,A320_0930,Train d'atterrissage principal droit,13931,51.76,4840
C019,A321_6202,Générateur électrique,8414,41.93,1797
C390,None_6560,Capteurs de vitesse du vent,9692,30.41,7677
C472,None_5563,Volet de bord de fuite gauche,72161,50.36,7633
C366,B767_3557,Systèmes d'oxygène d'urgence pour les passagers,11365,15.09,3846
C408,A350_5832,Train d'atterrissage principal droit,12370,73.59,7523
C438,B757_3261,Système anti-givre,8206,5.64,5684
C011,A321_4629,Train d'atterrissage avant,14400,16.83,6476
C662,B767_2996,Train d'atterrissage principal droit,9370,62.74,9955
C476,A320_2348,Porte cargo,12062,48.57,7025
C649,A320_2348,Antenne radar,11096,61.7,3457
C554,A330_2352,Système de conditionnement d'air,12527,1.23,9972
C660,B767_2259,Porte cargo,11731,4.99,1836
C524,A350_0026,Système d'annonce publique,13758,33.93,6533
C253,E170_0702,Système d'alerte de proximité au sol (GPWS),10050,0.0,8431
C100,CRJ700_6130,Éclairage d'urgence,8741,45.79,8435
C026,B747_2347,Train d'atterrissage avant,12334,2.37,6075
C418,B747_2347,Systèmes d'oxygène d'urgence pour les passagers,53361,17.74,2954
C665,B747_2795,Ordinateur de bord,8900,44.08,3905
C453,A320_0930,Dispositif d'atterrissage d'urgence (comme les toboggans),9865,25.14,9746
C333,A340_1231,Système de divertissement en vol,14147,38.05,5335
C416,A340_1070,Dispositif d'atterrissage d'urgence (comme les toboggans),13079,16.19,4071
C459,B747_4403,,9248,0.0,3126
C213,A340_6183,Système d'éclairage de piste,10301,19.89,7919
C436,A350_1947,Système d'éclairage de piste,13104,0.0,9379
C009,A350_1201,Système d'extinction d'incendie du moteur,10477,1.11,3389
C400,A340_1231,Réacteur droit,13492,32.95,6358
C316,B737_3647,Antenne radar,13728,22.68,5569
C639,None_3169,Train d'atterrissage principal droit,11196,27.09,1040
C161,E170_2200,Train d'atterrissage principal droit,13131,15.36,7612
C320,E170_3717,Systèmes d'oxygène d'urgence pour les passagers,9597,73.66,7757
C156,E170_0702,Gouvernail de direction,13668,0.0,8399
C119,B777_0569,Radar météorologique,12184,44.34,5701
C356,A340_3352,Aileron droit,11245,25.38,7159
C201,B777_5783,Système anti-givre,12044,24.98,2323
C272,A380_5165,Système d'annonce publique,11551,57.26,4468
C324,A320_2348,Aileron droit,11019,51.41,3038
C057,B767_0488,Capteurs de vitesse du vent,8403,3.18,9661
C461,CRJ700_6057,Ordinateur de bord,10888,63.9,7716
C222,None_0844,Antenne radar,9367,15.54,7635
C646,A350_3551,Train d'atterrissage principal droit,9065,6.67,3670
C617,B767_5045,Autopilote,13531,52.37,5820
C405,A330_1498,Système de gestion de carburant,11913,0.48,8349
C222,CRJ900_2743,Caméra de surveillance externe,14528,41.01,5092
C303,None_6560,Détecteurs de fumée en cabine,14868,20.28,4950
C387,None_0844,Capteurs de vitesse du vent,14663,8.64,6298
C561,B767_5911,Antenne radar,11036,0.0,3499
C680,CRJ700_5262,Porte cargo,14772,0.0,1131
C688,E170_4665,,10988,0.0,8748
C284,A330_6737,Réacteur gauche,8151,0.0,9643
C431,CRJ700_3452,,11864,14.81,2286
C190,A340_5040,Système de conditionnement d'air,12450,32.98,6945
C502,B747_4403,Générateur électrique,10300,0.0,1822
C178,CRJ900_6993,Porte cargo,14900,36.68,6515
C160,A350_5631,Système de divertissement en vol,10321,42.52,5929
C343,A340_6810,Système d'éclairage de cabine,9736,16.78,4198
C300,B757_1459,Aileron droit,8064,57.28,8592
C392,CRJ700_2495,Train d'atterrissage avant,10323,12.74,4723
C289,E170_4711,Détecteurs de fumée en cabine,10253,19.26,3704
C617,A350_0026,Système d'alerte de proximité au sol (GPWS),9450,46.24,6580
C209,B777_2043,Volet de bord de fuite droit,9845,53.66,1426
C122,CRJ700_4106,,9971,74.94,9757
C462,B777_5067,Train d'atterrissage avant,13166,6.37,4290
C149,None_5783,Éclairage d'urgence,9705,18.11,5164
C403,CRJ700_4243,Aileron droit,11185,2.03,4604
C383,B747_0434,Système de conditionnement d'air,10246,18.06,7215
C360,CRJ700_5262,Réacteur droit,8314,0.0,2159
C179,A330_0250,Train d'atterrissage avant,8428,14.02,7384
C230,A380_2615,Aileron gauche,10286,0.0,3056
C145,A340_5350,Autopilote,12768,8.16,9219
C171,A340_5350,Capteurs de vitesse du vent,14806,70.72,2860
C610,A330_2369,,13116,0.0,7932
C643,A350_3371,Réacteur droit,11938,53.74,4581
C690,A320_3107,Système d'éclairage de cabine,14463,0.0,7963
C256,A340_6107,Antenne radar,14188,15.47,3398
C218,E170_3717,Dispositifs de levage (flaps),12809,51.13,6846
C158,A350_5354,Système d'extinction d'incendie du moteur,11047,2.44,1311
C627,CRJ700_4243,Autopilote,14323,74.36,2417
C273,A350_5354,Ordinateur de bord,9692,20.24,7983
C472,CRJ700_2495,Systèmes d'oxygène d'urgence pour les passagers,10451,33.6,5816
C391,B757_1539,Système de conditionnement d'air,9854,0.0,3939
C434,A350_0676,Train d'atterrissage principal gauche,12732,40.23,3447
C472,A350_4845,,9830,18.18,6286
C265,B747_1574,Train d'atterrissage avant,9376,42.04,6522
C054,CRJ900_6156,Aileron droit,11486,0.0,1383
C147,None_6087,Capteurs de vitesse du vent,13661,0.0,5044
C667,A350_5715,,13882,0.0,2781
C214,A380_2615,Générateur électrique,12499,0.0,5267
C486,A330_4600,Volet de bord de fuite droit,10144,52.98,9788
C527,A340_1070,Siège copilote,14567,34.29,2435
C207,A320_0854,Système anti-givre,10609,12.59,2253
C632,None_6835,Siège pilote,9317,6.06,6946
C645,B777_1811,Système de conditionnement d'air,47435,62.42,1921
C273,B777_2375,Système de gestion de carburant,12650,58.71,2570
C675,B757_3261,Dispositif d'atterrissage d'urgence (comme les toboggans),14944,4.36,6074
C658,A320_0571,Caméra de surveillance externe,10685,0.0,9505
C680,B757_6748,Caméra de surveillance externe,8170,0.0,8090
C259,CRJ900_6993,Empennage horizontal,9383,3.86,7072
C572,A320_5619,Gouvernail de direction,14319,0.0,8760
C329,A320_4610,,9916,44.9,6216
C691,B757_0314,Radar météorologique,11944,0.0,6304
C517,B757_1539,Porte cargo,10601,0.0,2625
C431,A320_6319,Volet de bord de fuite droit,14374,0.0,6364
C118,A350_3496,Système d'éclairage de piste,12065,69.09,9598
C064,A340_5086,,9122,0.0,4269
C693,A320_2348,Boîte noire (enregistreur de vol),10866,59.58,8668
C451,E170_5464,Système d'éclairage de piste,10036,71.06,9725
C018,A350_0676,Systèmes d'oxygène d'urgence pour les passagers,12203,18.87,2363
C239,CRJ700_5238,Capteurs de vitesse du vent,12890,67.82,6267
C061,A340_3352,,10644,47.29,8079
C073,A340_6183,Réacteur droit,8634,52.29,6993
C696,A340_4532,Aileron gauche,12083,4.11,9396
C306,E175_0657,Aileron droit,8788,69.07,9884
C313,B777_5067,Ordinateur de bord,12654,41.21,2376
C619,CRJ700_6981,Systèmes d'oxygène d'urgence pour les passagers,12189,31.53,6539
C596,B777_5783,Réacteur gauche,14449,24.99,6093
C382,None_6087,Antenne radar,9976,0.0,2542
C091,B747_4921,Empennage horizontal,14483,16.04,7444
C097,B777_0052,Spoilers,13644,52.68,4730
C084,A380_1724,Système d'annonce publique,8324,2.51,3274
C042,A340_6183,Système d'extinction d'incendie du moteur,10501,37.04,3689
C337,B747_1574,Équipement de navigation par satellite (GPS),12529,53.67,1497
C393,B777_0569,Équipement de navigation par satellite (GPS),11941,274.31,8212
C205,None_6560,Capteurs de vitesse du vent,9656,1.71,2728
C014,CRJ700_3452,Spoilers,11252,24.23,1601
C513,A330_4796,Boîte noire (enregistreur de vol),14490,20.31,9291
